Epoch,Train Loss,Train Acc,Val Loss,Val Acc,LR
1,0.9904733720707567,62.759515570934255,1.342296983066358,78.719723183391,0.1
2,0.7886686002554959,71.36678200692042,0.645975073701457,73.70242214532873,0.1
3,0.6537130771026219,73.05363321799308,0.5618543766046825,80.96885813148789,0.1
4,0.6527678056122506,74.0484429065744,0.5130073937930559,88.92733564013841,0.1
5,0.5898275895886225,76.98961937716263,0.5770753057379472,89.44636678200692,0.1
6,0.5949442429493551,77.42214532871972,0.5082379548173201,72.83737024221453,0.1
7,0.575986846464954,78.58996539792388,0.4498761280586845,80.96885813148789,0.1
8,0.5626722396644828,78.33044982698962,0.44961751056344884,83.56401384083046,0.1
9,0.5222039149232107,77.68166089965398,0.48965071102506236,90.13840830449827,0.1
10,0.5180585704845925,78.93598615916954,0.46035567161283997,80.79584775086505,0.1
11,0.5414122939109802,79.93079584775087,0.4889871332990496,88.58131487889273,0.1
12,0.586515706491797,79.93079584775087,0.4553056469089107,89.44636678200692,0.1
13,0.5126010826597475,80.32006920415225,0.442260457496894,90.48442906574394,0.1
14,0.5647782477205747,77.46539792387543,0.5630577143869901,91.52249134948097,0.1
15,0.5103419272050466,80.44982698961938,0.4446179561905171,74.5674740484429,0.1
16,0.5359844471493812,82.09342560553634,0.5140681141301205,66.08996539792388,0.1
17,0.4787294744220498,84.47231833910034,0.3844761307302274,90.31141868512111,0.1
18,0.50714351971672,81.70415224913495,0.36879648660358627,90.83044982698962,0.1
19,0.5355964106035559,80.5795847750865,0.3912169372564868,90.13840830449827,0.1
20,0.4881453897855053,80.88235294117646,0.3521306106918736,85.81314878892734,0.010000000000000002
21,0.438163087588467,85.76989619377163,0.30948406693182495,88.06228373702422,0.010000000000000002
22,0.39502566175101556,85.59688581314879,0.34209752474960525,89.96539792387543,0.010000000000000002
23,0.40066668636178315,84.94809688581314,0.3361831428973298,89.27335640138408,0.010000000000000002
24,0.37687018166666164,85.89965397923875,0.32000230017461273,88.92733564013841,0.010000000000000002
25,0.36613329846973286,87.11072664359861,0.32999529983652265,90.83044982698962,0.010000000000000002
26,0.36838620656157195,85.6833910034602,0.3110771951706786,87.88927335640139,0.010000000000000002
27,0.3478003757661336,86.67820069204153,0.3090124669435777,90.65743944636678,0.010000000000000002
28,0.35702065531521626,86.41868512110727,0.2965695363910575,90.13840830449827,0.010000000000000002
29,0.3401130380695813,87.28373702422145,0.2872837570152785,90.31141868512111,0.010000000000000002
30,0.37060408335025996,87.41349480968859,0.2754392380777158,87.19723183391004,0.010000000000000002
31,0.3535660655327039,86.02941176470588,0.2987770024490984,90.65743944636678,0.010000000000000002
32,0.37538900859143637,86.37543252595155,0.2901562787592411,91.34948096885813,0.010000000000000002
33,0.35238688224799014,86.5484429065744,0.28726347692702947,88.92733564013841,0.010000000000000002
34,0.33974552940424174,85.89965397923875,0.28208172987950475,89.96539792387543,0.010000000000000002
35,0.3517706509526462,87.32698961937716,0.2702319210297183,90.13840830449827,0.010000000000000002
36,0.3451490884978477,87.58650519031141,0.28125805211694616,91.00346020761246,0.010000000000000002
37,0.3309824118671352,87.5,0.3694049129752736,88.4083044982699,0.010000000000000002
38,0.3304370771328064,87.37024221453287,0.2771518222595516,88.75432525951557,0.010000000000000002
39,0.332216997158854,86.41868512110727,0.26086468092705073,90.83044982698962,0.010000000000000002
40,0.31566218409228,87.5,0.2802602978129136,88.23529411764706,0.0010000000000000002
41,0.3221355634805274,87.62975778546713,0.27283638676530436,88.75432525951557,0.0010000000000000002
42,0.3117980434469981,88.4083044982699,0.2615310436016635,91.17647058823529,0.0010000000000000002
43,0.33079453016797156,87.88927335640139,0.2873766845778415,91.6955017301038,0.0010000000000000002
44,0.32161835907665015,88.19204152249135,0.2678261418875895,91.00346020761246,0.0010000000000000002
45,0.30088542110911787,87.67301038062284,0.26150234984724147,91.17647058823529,0.0010000000000000002
46,0.32056254036214255,88.19204152249135,0.25885506935025515,90.65743944636678,0.0010000000000000002
47,0.30967563855117314,88.27854671280276,0.2866864647520216,91.34948096885813,0.0010000000000000002
48,0.3146393417495571,87.88927335640139,0.26611220444503586,92.21453287197232,0.0010000000000000002
49,0.30024922445212326,88.14878892733564,0.26129516449413803,90.48442906574394,0.0010000000000000002
50,0.316715929810315,88.53806228373702,0.26472919238241094,91.52249134948097,0.0010000000000000002
